ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
529,goregore,"(air, asam, bawang putih, cabai merah, cabe rawit, cengkeh, daging sapi, daun salam, garam, gula, gula merah, jahe, kayu manis, lengkuas, pala, serai, teh, ubi)",sulawesi
530,sayur kelor santan uta kelo,"(air, daun kelor, garam, kelapa, pisang, santan, teh, terong)",sulawesi
531,kue taraju,"(air, beras, garam, gula, gula merah, minyak, tepung beras, tepung terigu, ubi)",sulawesi
532,biapong bakpao,"(air, air kelapa, fermipan, garam, gula, gula merah, kelapa, mentega, ragi, telur, tepung terigu)",sulawesi
533,utadada,"(bawang putih, cabai merah, cakalang, garam, ikan, jahe, jeruk nipis, kelapa, lada, lengkuas, minyak, santan, serai, tomat)",sulawesi
534,kanjoli,"(bawang putih, cabai merah, garam, ikan, lada, minyak, teh, ubi)",sulawesi
535,bubur kaili,"(bawang putih, beras, cabai merah, cabe rawit, daun kelor, garam, jagung, jahe, kelapa, penyedap rasa, santan, ubi)",sulawesi
536,binte kuah kaledo ikan asap,"(bawang putih, cakalang, daging sapi, daun bawang, ikan, jagung, jeruk nipis, kecap, kemangi, merica, seledri)",sulawesi
537,rono dange rono tapa,"(daun pisang, garam, ikan, jeruk nipis, pisang)",sulawesi
538,ebi kering kendari,"(air, bawang putih, cabai merah, daun jeruk, garam, gula, gula merah, jeruk nipis, minyak, teh, udang)",sulawesi
539,oven roasted cashew nut kendari,"(bawang putih, garam, kacang mete, minyak, teh)",sulawesi
540,kasoami,"(garam, teh, ubi)",sulawesi
541,ikan dole,"(bawang putih, cabai merah, cabe rawit, daging ayam, garam, gula, ikan, jahe, jeruk nipis, jintan, ketumbar, kunyit, lengkuas, merica, minyak, penyedap rasa, serai, telur)",sulawesi
542,boiku,"(air, garam, gula, kelapa, santan, serai, siput, teh, tomat)",sulawesi
543,kue karasi,"(air, beras, daging ayam, gula, minyak, susu, telur, tepung, tepung beras, tepung tapioka, tepung terigu, vanili)",sulawesi
544,bagea,"(daging ayam, gula, kayu manis, kenari, minyak, sagu, soda kue, teh, telur, tepung sagu, tepung terigu)",sulawesi
545,kaledo,"(asam, cabai merah, cabe rawit, daging sapi, garam, jahe, jeruk nipis, lemon, penyedap rasa, seledri)",sulawesi
546,bolu kukus mete,"(air, garam, gula, gula merah, kacang mete, kelapa, pisang, santan, soda kue, susu, teh, telur, tepung terigu)",sulawesi
547,ikan bakar bumbu parape,"(asam, bawang putih, cabai merah, cabe rawit, garam, gula, gula merah, ikan, jeruk nipis, kemiri, penyedap rasa, teh)",sulawesi
548,parende,"(air, belimbing, cabai merah, cabe rawit, daun kemangi, garam, ikan, jeruk nipis, kemangi, kunyit, minyak, penyedap rasa, serai, teh, tomat)",sulawesi
549,luluta,"(beras, daun pandan, daun pisang, garam, gula, kelapa, ketan, pisang, santan, serai, teh)",sulawesi
550,kambu,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, gula merah, ikan, jahe, jeruk nipis, kelapa, kemiri, kunyit, lada, lengkuas, minyak, pare, penyedap rasa, santan, serai, telur)",sulawesi
551,barobbo,"(air, bawang putih, beras, daun bay, daun katuk, daun salam, garam, jagung, jamur, jeruk nipis, kaldu jamur, merica, serai, teh, wortel)",sulawesi
552,waje,"(air, beras, daun pandan, garam, gula, gula merah, jahe, kelapa, ketan, santan, teh)",sulawesi
553,kue tetu,"(beras, garam, gula, gula merah, kelapa, santan, teh, tepung beras, tepung terigu)",sulawesi
554,passau nggela,"(beras, garam, gula, kelapa, santan, teh, telur, tepung beras, tepung terigu, vanili)",sulawesi
555,perkedel ikan tenggiri ala kendari,"(daun bawang, ikan, kentang, penyedap rasa, telur, tepung terigu)",sulawesi
556,colo colo,"(air, cabai merah, cabe rawit, garam, gula, jeruk nipis, teh, tomat)",sulawesi
557,bika ambon,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, pewarna makanan, ragi, santan, serai)",sumatera
558,mi gomak khas batak,"(air, bawang putih, cabai merah, cabe rawit, garam, kecap, kol, mie, minyak, sawi, telur, udang)",sumatera
559,kwetiaw goreng medan,"(bawang bombay, bawang putih, beras, cabai merah, cabe rawit, daging ayam, daging sapi, kecap, kwetiaw, lada, minyak, pokcoy, sagu, telur, tomat, wijen)",sumatera
560,mie rebus medan,"(bawang putih, bunga lawang, daun jeruk, daun salam, jahe, jeruk nipis, kapulaga, kemiri, serai, udang)",sumatera
561,mie gomak abon ayam,"(air, daging ayam, daging sapi, daun bawang, kecap, kecap asin, merica, mie, minyak, seledri, tauge, wortel)",sumatera
562,lontong sayur medan,"(bawang putih, beras, buncis, daun jeruk, daun salam, jeruk nipis, kacang panjang, kelapa, labu, lada, mie, santan, wortel)",sumatera
563,daun ubi tumbuk,"(bawang putih, cabai merah, daging ayam, daun katuk, daun singkong, garam, jahe, kecombrang, kelapa, rimbang, santan, terong, terung, ubi, udang)",sumatera
564,bika ambon,"(air, daun jeruk, fermipan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, santan, serai, telur, tepung terigu)",sumatera
565,sate kerang bumbu medan,"(air, bawang putih, garam, kecap, kemiri, kerang, lada, penyedap rasa, serai)",sumatera
566,mie gomak goreng khas medan,"(bawang putih, cabai merah, cabe rawit, daging ayam, daging sapi, daun bawang, kol, kubis, mie, minyak, pokcoy, telur)",sumatera
567,mie balap medan,"(bawang putih, bihun, cabai merah, cabe rawit, garam, gula, kecap, kecap asin, ketumbar, kol, kubis, penyedap rasa, seledri)",sumatera
568,soto medan,"(bihun, daging ayam, jagung, jeruk nipis, kentang, kerupuk, mie, seledri, tahu, tauge, telur, tomat)",sumatera
569,kuah soto medan,"(air, daging ayam, daun jeruk, garam, gula, jeruk nipis, kelapa, minyak, santan)",sumatera
570,kare ayam khas medan,"(air, bawang putih, cabai merah, daging ayam, daun jeruk, garam, gula, jahe, jeruk nipis, jintan, kemiri, ketumbar, kunyit, lengkuas, serai, teh)",sumatera
571,misop medan,"(air, bawang putih, bihun, cengkeh, daging ayam, daun bawang, daun jeruk, daun salam, jahe, jeruk nipis, kapulaga, kayu manis, kemiri, kunyit, lengkuas, merica, mie, serai, tahu)",sumatera
572,mie gomak kuah,"(daun bawang, daun salam, garam, jamur, kaldu jamur, kelapa, labu, merica, mie, santan, seledri, serai, telur, wortel)",sumatera
573,mie balap medan,"(daging ayam, daging sapi, garam, kecap, kol, kwetiaw, minyak, penyedap rasa, saos, saos tiram, sawi, telur)",sumatera
574,godog cempedak medan alias galundeng jawa,"(air, baking powder, cempedak, fermipan, gula, minyak, tepung terigu)",sumatera
575,bika ambon khas medan,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, mentega, ragi, santan, serai, tepung terigu)",sumatera
576,mie gomak kuah,"(air, bawang putih, cabai merah, cabe rawit, garam, kunyit, lada, mie, penyedap rasa)",sumatera
577,bika ambon mini bersarang dan kenyal lembut,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, mentega, ragi, santan, serai, tepung tapioka, tepung terigu)",sumatera
578,mie gomak medan,"(bawang putih, cabai merah, garam, kecap, kemiri, kol, mie, saos, saos tiram, terasi, udang)",sumatera
579,tauco udang khas medan,"(bawang putih, cabai hijau, cabai merah, cabe rawit, jahe, lengkuas, serai, tahu, tauco, tomat, udang)",sumatera
580,kari ayam medan,"(air, bawang putih, cabai merah, daging ayam, jahe, jintan, kelapa, kentang, ketumbar, kunyit, minyak, santan)",sumatera
581,bika ambon mini pandan,"(air, daun pandan, daun suji, garam, gula, kelapa, margarin, ragi, santan, telur, tepung tapioka, tepung terigu)",sumatera
582,bika ambon ekonomis,"(daun pandan, garam, gula, kelapa, margarin, mentega, pewarna makanan, ragi, santan, susu, telur, tepung, tepung tapioka, tepung terigu)",sumatera
583,bika ambon tanpa oven telur,"(air, daun jeruk, garam, gula, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, telur, tepung, tepung tapioka, tepung terigu, vanili)",sumatera
584,bika ambon no mixer no oven,"(air, garam, gula, kelapa, kunyit, margarin, ragi, santan, telur, tepung, tepung tapioka, tepung terigu, vanili)",sumatera
585,kacang telur medan renyah,"(bawang putih, cabai merah, daun jeruk, garam, gula, jeruk nipis, kacang tanah, ketan, telur, tepung ketan, tepung terigu)",sumatera
586,udang tauco medan,"(bawang putih, cabai hijau, cabai merah, cabe rawit, daun jeruk, daun kincong, daun salam, jeruk nipis, kecombrang, pete, tahu, tauco)",sumatera
587,soto udang medan,"(air, bawang putih, garam, jahe, kelapa, kemiri, ketumbar, kunyit, lada, lengkuas, penyedap rasa, santan, udang)",sumatera
588,soto medan ala rumahan,"(bawang putih, daging ayam, daun jeruk, jeruk nipis, kapulaga, kelapa, kemiri, ketumbar, kunyit, santan, tauge, tomat)",sumatera
589,mie gomak kuah tanpa andaliman,"(air, daging ayam, daun salam, garam, jamur, kaldu jamur, kelapa, labu, lada, mie, minyak, santan, serai, telur, wortel)",sumatera
590,bika ambon lembut bersarang anti gagal,"(air, daun jeruk, daun pandan, fermipan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, telur, tepung terigu)",sumatera
591,opor ayam pelengkap lontong medan,"(cengkeh, daging ayam, daun jeruk, daun salam, garam, jeruk nipis, kayu manis, kelapa, lengkuas, merica, pala, santan, serai)",sumatera
592,taoco udang pelengkap lontong medan,"(air, bawang putih, cabai hijau, cabai merah, daun salam, gula, jahe, lengkuas, tauco, tomat, udang)",sumatera
593,kuah lontong sayur medan,"(bawang putih, buncis, cabai merah, garam, gula, jamur, jintan, kaldu jamur, kelapa, kemiri, ketumbar, labu, pepaya, santan, wortel)",sumatera
594,bika ambon pandan premium,"(air, beras, daun jeruk, gula, jeruk nipis, kelapa, ketan, mentega, ragi, santan, serai, telur, tepung beras, tepung tapioka, tepung terigu)",sumatera
595,mie sop kampung,"(air, bawang putih, bunga lawang, daging ayam, garam, gula, kapulaga, kayu manis, minyak, serai, tomat)",sumatera
596,bika ambon,"(air, air kelapa, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, ragi, serai, telur, tepung terigu)",sumatera
597,bika ambon ala cik monna,"(air, air kelapa, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, ragi, serai, telur, tepung terigu)",sumatera
598,sambal kecepe mie gomak,"(air, bawang putih, cabai merah, daun bawang, garam, gula, gula merah, jamur, kaldu jamur, lada, minyak, penyedap rasa, tomat, udang)",sumatera
599,mie gomak medan,"(air, bawang putih, daun bawang, garam, jamur, kaldu jamur, kecap, merica, mie, minyak, penyedap rasa, udang)",sumatera
600,bika ambon mini,"(air, daun jeruk, daun pandan, fermipan, gula, jeruk nipis, kelapa, kunyit, santan, serai, telur, tepung, tepung tapioka, tepung terigu)",sumatera
601,mie sop medan,"(air, bawang putih, bunga lawang, daun bawang, daun salam, jahe, kapulaga, kayu manis, lengkuas, pala, seledri)",sumatera
602,mie gomak mantap,"(bawang putih, cabai merah, jahe, jamur, kaldu jamur, kelapa, kemiri, kunyit, lengkuas, mie, santan, telur)",sumatera
603,bika ambon mini,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, ragi, sagu, santan, serai, tepung tapioka, tepung terigu)",sumatera
604,bika ambon ekonomis rasa,"(daun pandan, garam, gula, kelapa, margarin, matcha, mentega, nangka, ragi, santan, susu, telur, tepung, tepung tapioka, tepung terigu)",sumatera
605,bika ambon gluten free,"(air, beras, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, ragi, santan, serai, tepung beras, tepung terigu)",sumatera
606,udang tauco ketupat medan,"(bawang putih, cabai hijau, cabai merah, daun salam, garam, gula, gula aren, lengkuas, penyedap rasa, serai, tauco, tomat, udang)",sumatera
607,soto ayam medan,"(air, bunga pekak, daging ayam, daun jeruk, garam, gula, jeruk nipis, kapulaga, lengkuas, minyak, serai)",sumatera
608,soto medan,"(bawang putih, daging ayam, daun salam, kemiri, kentang, ketumbar, merica, prei, serai, tauge, wortel)",sumatera
609,bika ambon mini dengan cetakan martabak mini,"(air, daun jeruk, garam, gula, jeruk nipis, kelapa, kunyit, mentega, ragi, santan, serai, tepung, tepung tapioka, tepung terigu, vanili)",sumatera
610,bika ambon bersarang kenyal anti gagal,"(daun jeruk, daun pandan, garam, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, tepung terigu)",sumatera
611,bika ambon mini original,"(daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, mentega, santan, serai, telur, tepung, tepung tapioka, tepung terigu, vanili)",sumatera
612,mi gomak nyemek,"(bawang putih, cabai merah, cabe rawit, daun bawang, kemiri, kol, lada, mie, udang)",sumatera
613,bika ambon bersarang,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, jeruk purut, kelapa, kunyit, ragi, santan, serai, tepung, tepung tapioka, tepung terigu)",sumatera
614,bika ambon bunga telang,"(air, bunga telang, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, margarin, ragi, santan, serai, tepung, tepung tapioka, tepung terigu)",sumatera
615,mie sop medan,"(air, bawang putih, bunga lawang, cengkeh, daging ayam, jahe, kapulaga, kayu manis, kemiri)",sumatera
616,bika ambon tanpa mixer,"(air, daun jeruk, garam, gula, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, telur, tepung terigu)",sumatera
617,bika ambon ekonomis,"(air, daun jeruk, daun pandan, garam, jeruk nipis, kelapa, kunyit, ragi, santan, serai, telur, tepung, tepung tapioka, tepung terigu)",sumatera
618,bika ambon bunga telang,"(air, bunga telang, daging ayam, daun jeruk, daun pandan, gula, jeruk nipis, kelapa, margarin, pewarna makanan, santan, serai, telur, tepung, tepung tapioka, tepung terigu)",sumatera
619,bika ambon mini ekonomis,"(air, air kelapa, beras, daun jeruk, garam, gula, jeruk nipis, kelapa, ketan, mentega, ragi, santan, telur, tepung beras, tepung tapioka, tepung terigu)",sumatera
620,bika ambon dari bunga telang,"(air, bunga telang, daun jeruk, daun pandan, garam, gula, jeruk nipis, mentega, ragi, serai)",sumatera
621,bika ambon telur bersarang,"(air, daun jeruk, daun pandan, gula, jeruk nipis, kelapa, kunyit, mentega, ragi, santan, serai, tepung terigu)",sumatera
622,soto medan ala sinar pagi,"(bawang putih, daging ayam, jintan, kelapa, kemiri, ketumbar, kunyit, lada, lengkuas, pala, santan)",sumatera
623,soto ayam medan,"(bawang putih, bunga lawang, daging ayam, daun jeruk, daun pandan, daun salam, jeruk nipis, kapulaga, kayu manis, kelapa, lengkuas, santan, serai)",sumatera
624,soto medan,"(air, bawang putih, daging ayam, garam, jintan, kelapa, ketumbar, kunyit, merica, santan)",sumatera
625,soto ayam khas medan,"(bawang putih, daging ayam, daun jeruk, daun salam, jahe, jeruk nipis, kemiri, ketumbar, kunyit, lada, serai)",sumatera
626,semangkuk soto medan,"(air, bawang putih, daging ayam, daun bawang, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kemiri, kentang, kunyit, penyedap rasa, serai, susu, tauge, tomat)",sumatera
627,soto medan ceker telur puyuh,"(bunga lawang, cengkeh, daging ayam, daun bawang, daun jeruk, garam, gula, jeruk nipis, kapulaga, kayu manis, kelapa, lengkuas, penyedap rasa, santan, serai, telur, telur puyuh)",sumatera
628,bika ambon pandan,"(air, daging ayam, daun jeruk, daun pandan, gula, jeruk nipis, jeruk purut, kelapa, ragi, santan, serai, telur, tepung, tepung tapioka, tepung terigu)",sumatera
629,soto medan udang,"(bawang putih, bunga lawang, bunga pekak, daun jeruk, daun salam, jeruk nipis, jintan, kapulaga, kunyit, serai, teh, udang)",sumatera
630,soto medan spesial,"(air, bihun, cabai merah, cabe rawit, daging ayam, garam, kelapa, ketumbar, kunyit, pokcoy, santan, saos, telur, tomat)",sumatera
631,bika ambon lembut bersarang,"(air, daun jeruk, daun pandan, fermipan, garam, gula, jeruk nipis, kelapa, santan, serai, telur)",sumatera
632,mie balap medan ketumbar sayurtanpadaun,"(bawang putih, bihun, daun bawang, garam, jamur, kaldu jamur, kecap, kecap asin, ketumbar, kol, lada, seledri)",sumatera
633,godokgodok ala mamak medan,"(air, baking powder, garam, gula, pisang, ragi, tepung terigu, vanili)",sumatera
634,bika ambon mini kenari,"(air, daun jeruk, daun pandan, fermipan, garam, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, telur)",sumatera
635,mie sop bakso daging,"(air, bihun, cengkeh, daging sapi, garam, gula, jagung, kayu manis, merica, minyak, pala)",sumatera
636,tauco udang khas medan dengan rambakjangekkerupuk kulit,"(air, air asam, asam, bawang putih, cabai hijau, cabai merah, garam, gula, jamur, kaldu jamur, tauco, tomat, udang)",sumatera
637,katan atau lamang simple,"(air, beras, daun pandan, garam, kelapa, ketan, santan)",sumatera
638,bihun goreng ala medan,"(bawang putih, bihun, daging ayam, ikan, jamur, kaldu jamur, kecap, kecap asin, saos, saos tiram, seledri, telur)",sumatera
639,bika ambon wisjman full bersarang,"(air, air kelapa, daun jeruk, daun pandan, fermipan, garam, gula, jeruk nipis, kelapa, kunyit, mentega, ragi, santan, serai, teh, telur)",sumatera
640,mie balap medan ketumbar mie kuning,"(bawang putih, daun bawang, garam, jamur, kaldu jamur, kecap, kecap asin, ketumbar, kol, lada, mie, seledri, wortel)",sumatera
641,mie lidi gomak khas medan,"(bawang putih, cabai merah, daun jeruk, daun salam, ikan, jeruk nipis, kemiri, kol, lengkuas, mie, tempe, tomat)",sumatera
642,kwetiau goreng medan,"(bawang putih, daging ayam, daging sapi, garam, kecap, kwetiaw, lada, minyak, saos, saos tiram, sawi, tauge, telur, wijen)",sumatera
643,es jagung medan,"(air, gula, jagung, nata de coco, susu)",sumatera
644,sayur daun ubi tumbuk,"(air, bawang putih, cabai merah, cabe rawit, daun singkong, garam, jahe, kecombrang, kelapa, ketumbar, kunyit, rimbang, santan, terung, ubi)",sumatera
645,siu mie balap medan panjang umur,"(bawang putih, daun bawang, kol, mie, minyak, sawi, seledri, tauge, telur, udang, wortel)",sumatera
646,bika ambon mini bersarang,"(daging ayam, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, ragi, santan, serai, susu, telur, tepung tapioka, tepung terigu)",sumatera
